Category,Sub Cat 1,Sub Cat 2,Product Code,Product Title,Sub Title,Product Price Description,Temperature Range,Refrigerant,Refrigerant Charge,Defrost,Shelves,Baskets,Int Finish,Ext Finish,Power,kWh/24hr,Watts,Noise Level dB,Max Ambient,Reversible Door,Climate Class,Capacity Ltr,Capacity Cuft,Ext H,Ext W,Ext D,Weight KG,Int H,Int W,Int D,Pack H,Pack W,Pack D,Packed Weight KG,Features,Thumbnail,Image,Image Caption,Packed Image,Packed Image Caption,Diagram,Diagram Caption,PDF Page No,Order,Catalogue Supplier Name,Next Day Delivery,Delivery Group,Special Installation,Site Survey,New,Sales Description,Fresh Fish,Fresh Meat,Price,Nett,Resale,Manufacturer,TaxID,Differences,Width Feature,Depth Feature,Height Feature
Chilled Storage,Fish Cabinets,,Q3-500,Q3-500,Fish Cabinet,Stainless Steel,#DIV/0!,R134a,350,Automatic,2 + 3 drawers,,Stainless Steel,Stainless Steel,13 Amp,8.42,245,,30C at 55% RH,No,4,246,8.68,2040,500,700,111,,,,2190,640,760,128,*Fully automatic*Static cooling*Adjustable feet*Digital controller and temperature display*Drain for cleaning*Replaceable door gasket*Self closing door*3 Removable drawers with stainless steel perforated risers*Independent drainage system in drawers*Must be used in conjunction with crushed ice,,q3-15.jpg,Q3-500,,,q3-500-dia-15.jpg,Q3-500,122a.pdf,,Mercatus,Y,GROUP 2,No,No,Y,"The new Mercatus Q3-500 fish cabinet has an innovative refrigeration system as the evaporator is inside the panels of the unit, this assures optimum performance for preservation of fresh fish. It features an efficient draining system, coupled with removable supports, guides and drawers, and internal rounded internal corners for easy cleaning and optimum hygienic conditions.",Y,,1612,1112.28,1217.3824,2,1,Y,500mm,700mm,2040mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,ARR350,ARR350,Solid door Refrigerator,Grey,0.2,R134a,72,Off Cycle,6,,White,Grey,13 Amp,1.5,210,1.5,18C to 38C,No,ST,231ltr,8.2,1715,600,650,52,1500,480,420,,,,0,*Fully automatic*Fan assisted cooling*Adjustable shelves*Adjustable feet*Digital temperature display*Replaceable door gasket*Light commercial use only,,arr350-open-stocked-13.jpg;arr350-open-13.jpg;arr350-13.jpg,ARR350 Stocked;ARR350 Open;ARR350,,,,,120.pdf,,Interlevin,Y,GROUP 2,No,No,,,,,599,413.31,452.3648,2,1,,600mm,650mm,1715mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,SD1220,SD1220,Solid door Refrigerator,White,0.083333333,R134a,90,Off Cycle,3,,White,White,13 Amp,1.6,175,45,25C at 60% RH,Yes,3,190ltr,6.7,1315,595,600,59,1020,470,450,1410,680,710,64,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*Temperature display,,sd1220-13.jpg,SD1220,,,,,121.pdf,,Tefcold,Y,GROUP 2,No,No,,,,,622,429.18,469.7344,2,1,,595mm,600mm,1315mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,SD1280,SD1280,Solid door Refrigerator,White,0.083333333,R134a,180,Off Cycle,4,,White,White,13 Amp,1.7,185,44,25C at 60% RH,Yes,3,290ltr,10.2,1635,595,600,70,1347,470,450,1740,680,710,78,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*Temperature display,,sd1280-12.jpg,SD1280,sd1280-pkd-12.jpg,SD1280 Packed,,,121.pdf,,Tefcold,Y,GROUP 2,No,No,,,,,641,442.29,484.0832,2,1,,595mm,600mm,1635mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,SD1380,SD1380,Solid door Refrigerator,White,0.1,R134a,200g,Off Cycle,5,,White,White,13 Amp,1.75,215,45,25C at 60% RH,Yes,3,372ltr,13.1,1840,595,600,65,1555,470,440,1940,680,710,73,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*Temperature display,,sd1380-open-stocked-12.jpg,SD1380 Stocked,sd1380-pkd-11.jpg,SD1380 Packed,sd1380-dia-15.jpg,SD1380 Diagram,121.pdf,,Tefcold,Y,GROUP 2,No,No,,,,,584,402.96,441.0368,2,1,,595mm,600mm,1840mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,UR400,UR400 Range,Solid door Refrigerator,White,0/+10,R134a,170,Automatic,4,,White,White,13 Amp,1.4,185,40,25C at 60% RH,Yes,3,400ltr,14.1,1850,600,600,80,1620,506,485,2050,690,650,85,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Digital controller and temperature display*Replaceable door gasket,ur400-range-14.jpg,ur400-open-stocked-10.jpg;ur400-open-10.jpg;ur400-10.jpg,UR400 Stocked;UR400 Open;UR400,ur400-pkd-11.jpg,UR400 Packed,,,123.pdf,,Tefcold,Y,GROUP 2,No,No,,,,,699,482.31,527.8848,2,1,,600mm,600mm,1850mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,UR400S,UR400 Range,Solid door Refrigerator,Stainless Steel,0/+10,R134a,170,Automatic,4,,White,Stainless Steel,13 Amp,1.4,185,40,25C at 60% RH,Yes,3,400ltr,14.1,1850,600,600,80,1620,506,485,2050,690,650,85,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Digital controller and temperature display*Replaceable door gasket,,ur400s-open-stocked-10.jpg;ur400s-open-10.jpg;ur400s-10.jpg,UR400S Stocked;UR400S Open;UR400S,,,,,,,Tefcold,Y,GROUP 2,No,No,,,,,780,538.2,589.056,2,1,,600mm,600mm,1850mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,A500PV,A500PV Range,Solid door Refrigerator,White,-0.2,R134a,160,Off Cycle,4,,White,White,13 Amp,1.9,250,55,25C at 60% RH,Yes,3,521ltr,18.4,1702,770,722,92,1469,650,555,1810,820,750,98,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Temperature display*Replaceable door gasket,a500pv-range-14.jpg,a500pv-open-stocked-08.jpg,A500PV Range;A500PV Stocked,a500pv-pkd-11.jpg,A500PV Packed,a500pv-dia-08.jpg,A500PV Diagram,124.pdf,,IARP,Y,GROUP 2,No,No,,,,Y,1097,756.93,828.4544,2,1,,770mm,722mm,1702mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,A500PVS,A500PV Range,Solid door Refrigerator,Stainless Steel,-0.2,R134a,160,Off Cycle,4,,White,Stainless Steel,13 Amp,1.9,250,55,25C at 60% RH,Yes,3,521ltr,18.4,1702,770,722,94,1469,650,555,1810,820,750,98,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Temperature display*Replaceable door gasket,,a500pvs-open-stocked-08.jpg,A500PVS Stocked,,,,,,,IARP,Y,GROUP 2,No,No,,,,Y,1344,927.36,1014.9888,2,1,,770mm,722mm,1702mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,UR550,UR550 Range,Solid door Refrigerator,White,0/+10,R134a,200,Automatic,4,,White,White,13 Amp,1.6,250,45,25C at 60% RH,Yes,3,550ltr,19.4,1720,777,720,85,1469,600,555,1890,840,770,92,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Digital controller and temperature display*Replaceable door gasket,ur550-range-14.jpg,ur550-open-stocked-11.jpg;ur550-open-11.jpg;ur550-11.jpg,UR550 Stocked;UR550 Open;UR550,ur550s-pkd-11.jpg,UR550 Packed,,,125.pdf,,Tefcold,Y,GROUP 2,No,No,,,,,871,600.99,657.7792,2,1,,777mm,720mm,1720mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,UR550S,UR550 Range,Solid door Refrigerator,Stainless Steel,0/+10,R134a,200,Automatic,4,,White,Stainless Steel,13 Amp,1.6,250,45,25C at 60% RH,Yes,3,550ltr,19.4,1720,777,720,85,1469,600,555,1890,840,770,92,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Digital controller and temperature display*Replaceable door gasket,,ur550s-open-stocked-11.jpg;ur550s-open-11.jpg;ur550s-11.jpg,UR550 Stocked;UR550 Open;UR550,,,,,,,Tefcold,Y,GROUP 2,No,No,,,,,930,641.7,702.336,2,1,,777mm,720mm,1720mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,UR600,UR600 Range,Solid door Refrigerator,White,0/+10,R134a,210,Automatic,4,,White,White,13 Amp,1.6,200,40,25C at 60% RH,Yes,3,600ltr,21.2,1900,777,750,107,1680,653,580,2070,840,770,112,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Digital controller and temperature display*Replaceable door gasket*Accepts 2/1 Gastronorm shelves/pans,ur600-range-14.jpg,ur600-open-stocked-10.jpg;ur600-open-10.jpg;ur600-10.jpg,UR600 Stocked;UR600 Open;UR600,ur600-pkd-11.jpg,UR600 Packed,,,125a.pdf,,Tefcold,Y,GROUP 2,No,No,,,,,886,611.34,669.1072,2,1,,777mm,750mm,1900mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,UR600S,UR600 Range,Solid door Refrigerator,Stainless Steel,0/+10,R134a,210,Automatic,4,,White,Stainless Steel,13 Amp,1.6,200,40,25C at 60% RH,Yes,3,600ltr,21.2,1900,777,750,107,1680,653,580,2070,840,770,112,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet with rollers to rear*Digital controller and temperature display*Replaceable door gasket*Accepts 2/1 Gastronorm shelves/pans,,ur600s-open-stocked-10.jpg;ur600s-open-10.jpg;ur600s-10.jpg,UR600S Stocked;UR600S Open;UR600S,,,,,,,Tefcold,Y,GROUP 2,No,No,,,,,965,665.85,728.768,2,1,,777mm,750mm,1900mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,RK500,RK500,Solid door Refrigerator,Stainless Steel,-0.25,R134a,210,Timed Off Cycle,3,,Stainless Steel,Stainless Steel,13 Amp,2.4,300,42,18C to 38C,Yes,ST,450ltr,15.9,1900,680,700,130,1380,560,553,2150,720,730,140,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Adjustable feet*Digital controller and temperature display,,rk500-open-14.jpg;rk500-14.jpg,RK500 Open;RK500,rk500-pkd-11.jpg,RK500 Packed,,,124a.pdf,,Tefcold,Y,GROUP 2,No,No,,,,Y,1144,789.36,863.9488,2,1,,680mm,700mm,1900mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,RK505W,RK505 Range,Solid door Refrigerator,White,-0.25,R134a,210,Automatic,3,,Stainless Steel,White or Stainless Steel,13 Amp,2.4,300,45,18C to 38C,Yes,ST,466ltr,16.4,2010,680,710,128,1386,560,553,2150,720,730,132,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Castors*Digital controller and temperature display*Replaceable door gasket,,rk505w-10.jpg,RK505W,rk505w-pkd-11.jpg,RK505W Packed,,,,,Tefcold,Y,GROUP 2,No,No,,,,Y,1159,799.71,875.2768,2,1,,680mm,710mm,2010mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,RK505,RK505 Range,Solid door Refrigerator,Stainless Steel,-0.25,R134a,210,Electric,3,,Stainless Steel,White or Stainless Steel,13 Amp,2.4,300,45,18C to 38C,Yes,ST,466ltr,16.4,2010,680,710,128,1386,560,553,2150,720,730,132,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Castors*Digital controller and temperature display*Replaceable door gasket,rk505-range-14.jpg,rk505-10.jpg,RK505,,,,,126.pdf,,Tefcold,Y,GROUP 2,No,No,,,,Y,1215,838.35,917.568,2,1,,680mm,710mm,2010mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,CAR650,CAR650,Gastronorm Solid door Refrigerator,Stainless Steel,-0.25,R134a,300,Off Cycle,3,,Stainless Steel,Stainless Steel,13 Amp,2,338,65,18C to 43C,No,T,640ltr,22.59,2130,730,845,120,1540,610,635,2150,770,885,140,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Castors 2 lockable*Interior light*Digital controller and temperature display*Self closing doors with stay open feature for ease of loading*Replaceable door gasket*Accepts 2/1 Gastronorm shelves/pans (pans not supplied),,car650-open-stocked-15.jpg;car650-open-15.jpg;car650-15.jpg,CAR650 Open Stocked;CAR650 Open;CAR650,,,,,127.pdf,,Interlevin,Y,GROUP 3,No,No,,,,Y,1097,756.93,828.4544,2,1,Y,730mm,845mm,2130mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,AF07TN,AF07TN,Gastronorm Solid door Refrigerator,Stainless Steel,0/+10,R404a or R507,350,Automatic,3,,Stainless Steel,Stainless Steel,13 Amp,9.24,385,51.47,18C to 43C,No,T,700ltr,24.7,2030,710,800,110,1510,590,670,,,,0,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Castors*Digital controller and temperature display*Self closing doors*Replaceable door gasket*Accepts 2/1 Gastronorm shelves/pans*Internal rounded corners for easy cleaning,,af07tn-open-stocked-11.jpg;af07tn-open-11.jpg;af07tn-11.jpg,AF07TN Stocked;AF07TN Open;AF07TN,af07tn-pkd-11.jpg,AF07TN Packed,,,130.pdf,,Interlevin Italia Range,Y,GROUP 3,No,No,,,,Y,1266,873.54,956.0832,2,1,Y,710mm,800mm,2030mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,RK710,RK710,Gastronorm Solid door Refrigerator,Stainless Steel,-0.2,R134a,300,Electric,3,,Stainless Steel,Stainless Steel,13 Amp,4.7,456,48,18C to 38C,Yes,ST,650ltr,22.9,2010,740,850,134,1396,624,685,2070,770,880,148,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves*Castors*Digital controller and temperature display*Replaceable door gasket*Accepts 2/1 Gastronorm shelves/pans,,rk710-10.jpg,RK710,rk710-pkd-11.jpg,RK710 Packed,,,128.pdf,,Tefcold Gastro-Line,Y,GROUP 3,No,No,,,,Y,1298,895.62,980.2496,2,1,Y,740mm,850mm,2010mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,RK1010W,RK1010 Range,Solid door Refrigerator,White,-0.25,R134a,320,Automatic,3 Per door,,Stainless Steel,White or Stainless Steel,13 Amp,5.4,650,45,18C to 38C,,ST,976ltr,34.5,2010,1340,710,179,1386,1220,553,2150,1400,800,184,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves (split level)*Castors*Digital controller and temperature display*Replaceable door gasket,,rk1010w-10.jpg,RK1010W,rk1010w-pkd-11.jpg,RK1010W Packed,,,,,Tefcold,,GROUP 4,No,No,,,,,1774,1224.06,1339.7248,2,1,,1340mm,710mm,2010mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,RK1010,RK1010 Range,Solid door Refrigerator,Stainless Steel,-0.25,R134a,320,Electric,3 Per door,,Stainless Steel,White or Stainless Steel,13 Amp,5.4,650,45,18C to 38C,,ST,976ltr,34.5,2010,1340,710,179,1386,1220,553,2150,1400,800,184,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves (split level)*Castors*Digital controller and temperature display*Replaceable door gasket,rk1010-range-14.jpg,rk1010-14.jpg,RK1010,,,,,126.pdf,,Tefcold,,GROUP 4,No,No,,,,Y,1879,1296.51,1419.0208,2,1,,1340mm,710mm,2010mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,CAR1250,CAR1250,Gastronorm Solid door Refrigerator,Stainless Steel,-0.25,R134a,400,Off Cycle,3,,Stainless Steel,Stainless Steel,13 Amp,5.5,390,65,18C to 43C,,T,1250,44.1,2130,1314,845,185,1540,1194,635,2150,1354,885,205,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves (split level)*Castors 2 lockable*Interior light*Digital controller and temperature display*Self closing doors with stay open feature for ease of loading*Replaceable door gasket*Accepts 2/1 Gastronorm shelves/pans (pans not supplied),,car1250-15.jpg,CAR1250,,,,,127.pdf,,Interlevin,,GROUP 4,No,No,,,,Y,1669,1151.61,1260.4288,2,1,,1314mm,845mm,2130mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,AF14TN,AF14TN,Gastronorm Solid door Refrigerator,Stainless Steel,0/+10,R404a or R507,450,Automatic,3 Per door,,Stainless Steel,Stainless Steel,13 Amp,13.68,705,55.9,18C to 43C,,T,1400ltr,49.4,2030,1420,800,159,1510,1300,670,,,,0,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves (split level)*Castors*Digital controller and temperature display*Self closing doors*Replaceable door gasket*Accepts 2/1 Gastronorm shelves/pans*Internal rounded corners for easy cleaning,,af14tn-open-stocked-11.jpg;af14tn-11.jpg,AF14TN Stocked;AF14TN,af14tn-pkd-11.jpg,AF14TN Packed,,,131.pdf,,Interlevin Italia Range,,GROUP 4,No,No,,,,Y,1941,1339.29,1465.8432,2,1,,1420mm,800mm,2030mm
Chilled Storage,Solid Door Chillers and Meat Cabinets,,RK1420,RK1420,Gastronorm Solid door Refrigerator,Stainless Steel,-0.2,R134a,500,Timed Off Cycle,3 Per door,,Stainless Steel,Stainless Steel,13 Amp,5.4,650,48,18C to 38C,,ST,1410ltr,49.8,2010,1480,850,198,1396,1360,685,2070,1510,880,221,*Fully automatic*Fan assisted cooling*Lock*Adjustable shelves (split level)*Castors*Digital controller and temperature display*Replaceable door gasket*Accepts 2/1 Gastronorm shelves/pans,,rk1420-14.jpg,RK1420,rk1420-pkd-11.jpg,RK1420 Packed,,,129.pdf,,Tefcold Gastro-Line,,GROUP 4,No,No,,,,Y,1999,1379.31,1509.6448,2,1,,1480mm,850mm,2010mm
Chilled Storage,Blast Chillers and Freezers,,Y2-3,Y2 Range,Blast Chiller/Freezer,3 Tray,,R404a,,Off Cycle,,,Stainless Steel,Stainless Steel,13 Amp,12,,,30C at 55% RH,No,4,47ltr,1.66,500,670,715,55,235,340,590,680,800,750,70,*Fully automatic*Fan assisted cooling*Adjustable feet*Digital controller and temperature display*Replaceable door gasket*Temperature probe*4 Pre-settable programs*Internal rounded corners for easy cleaning*Shelf racks removable for easy cleaning*Simple access to fans for cleaning*Accepts 1/1 Gastronorm and 60x40 Euronorm pans (not supplied)*Y2-3 accepts Gastronorm only*Y2-3 (Chill +70C to +3C) 10kg in 90 mins*Y2-3 (Freeze +70C to -18C) 6kg in 240 mins*Y2-5 (Chill +70C to +3C) 20kg in 90 mins*Y2-5 (Freeze +70C to -18C) 14kg in 240 mins*Y2-7 (Chill +70C to +3C) 30kg in 90 mins*Y2-7 (Freeze +70C to -18C) 20kg in 240 mins,y2-range-14.jpg,y2-3-13.jpg,Y2-3,,,,,132.pdf,,Mercatus,Y,GROUP 2,No,No,,,,,1857,1281.33,1402.4064,2,1,Y,670mm,715mm,500mm
Chilled Storage,Blast Chillers and Freezers,,Y2-5,Y2 Range,Blast Chiller/Freezer,5 Tray,,R404a,650,Off Cycle,,,Stainless Steel,Stainless Steel,13 Amp,24,1000,,30C at 55% RH,No,4,108,3.81,850,810,830,100,345,670,465,1030,980,890,123,*Fully automatic*Fan assisted cooling*Adjustable feet*Digital controller and temperature display*Replaceable door gasket*Temperature probe*4 Pre-settable programs*Internal rounded corners for easy cleaning*Shelf racks removable for easy cleaning*Simple access to fans for cleaning*Accepts 1/1 Gastronorm and 60x40 Euronorm pans (not supplied)*Y2-3 accepts Gastronorm only*Y2-3 (Chill +70C to +3C) 10kg in 90 mins*Y2-3 (Freeze +70C to -18C) 6kg in 240 mins*Y2-5 (Chill +70C to +3C) 20kg in 90 mins*Y2-5 (Freeze +70C to -18C) 14kg in 240 mins*Y2-7 (Chill +70C to +3C) 30kg in 90 mins*Y2-7 (Freeze +70C to -18C) 20kg in 240 mins,,y2-5-13.jpg,Y2-5,,,,,,,Mercatus,Y,GROUP 2,No,No,,,,,2320,1600.8,1752.064,2,1,Y,810mm,830mm,850mm
Chilled Storage,Blast Chillers and Freezers,,Y2-7,Y2 Range,Blast Chiller/Freezer,7 Tray,,R404a,,Off Cycle,,,Stainless Steel,Stainless Steel,13 Amp,31.2,,,30C at 55% RH,No,4,148ltr,5.23,1070,810,830,130,475,670,465,1220,980,890,144,*Fully automatic*Fan assisted cooling*Adjustable feet*Digital controller and temperature display*Replaceable door gasket*Temperature probe*4 Pre-settable programs*Internal rounded corners for easy cleaning*Shelf racks removable for easy cleaning*Simple access to fans for cleaning*Accepts 1/1 Gastronorm and 60x40 Euronorm pans (not supplied)*Y2-3 accepts Gastronorm only*Y2-3 (Chill +70C to +3C) 10kg in 90 mins*Y2-3 (Freeze +70C to -18C) 6kg in 240 mins*Y2-5 (Chill +70C to +3C) 20kg in 90 mins*Y2-5 (Freeze +70C to -18C) 14kg in 240 mins*Y2-7 (Chill +70C to +3C) 30kg in 90 mins*Y2-7 (Freeze +70C to -18C) 20kg in 240 mins,,y2-7-13.jpg,Y2-7,,,,,,,Mercatus,,GROUP 2,No,No,,,,,3180,2194.2,2401.536,2,1,,810mm,830mm,1070mm
Chilled Storage,Blast Chillers and Freezers,,Y5-500,Y5-500,Blast Chiller/Freezer,Stainless Steel,"-18/-20, 0/+4",R404a,400,Automatic,3,,Stainless Steel,Stainless Steel,13 Amp,8.58,975,,30C at 55% RH,,4,204ltr,7.2,2040,500,700,118,,,,2190,640,760,135,*Fully automatic*Fan assisted cooling*Can also be used as either a holding refrigerator or freezer*Drip tray must be manually emptied or plumbed into permanent drain*Adjustable feet*Digital controller and temperature display*Replaceable door gasket*Temperature probe*4 Pre-settable programs*Internal rounded corners for easy cleaning*Shelf racks removable for easy cleaning*Simple access to fans for cleaning*Accepts 1/1 Gastronorm  pans (not supplied)*Chill capacity +70C to +3C 20kg in 90 mins*Freeze +70C to -18C 12kg in 240 mins,,y5-500-15.jpg,Y5-500,,,y5-500-dia-15.jpg,Y5-500 Diagram,133.pdf,,Mercatus,Y,GROUP 2,No,No,Y,The new Mercatus Y5 can be used as either a blast chiller/freezer or as a storage chiller/freezer so is adaptable to suit your requirements. It accepts up to 5 GN 1/1 size trays/pan in blast mode and up to 16 1/1 GN trays/pans as storage unit. Soft and hard chill options to suit product and can be used with timed or probe settings for bringing product down to temperature. The unit automatically switches to holding/storage mode at end of blast cycle. All is accessed through a simple to use controller. Help to make your kitchen as versatile as possible with innovation from Mercatus,,,3016,2081.04,2277.6832,2,1,Y,500mm,700mm,2040mm
Chilled Storage,Blast Chillers and Freezers,,BLC3,BLC Range,Blast Chiller/Freezer,3 Tray,-3.888888889,R404a,750,Automatic,3 (Not supplied),,Stainless Steel,Stainless Steel,20 Amp,0,770,49,18C to 38C,No,ST,"70C to 3C @ 10kg ,",,925,800,815,117,330,660,420,1110,900,920,122,*Fully automatic*Fan assisted cooling*Adjustable feet*Digital controller and temperature display*Replaceable door gasket*Temperature probe*4 Pre-settable programs*Accepts 1/1 Gastronorm and 60x40 Euronorm pans (not supplied)*Self closing door*BLC3 (Chill +70C to +3C) 10kg in 90 mins*BLC3 (Freeze +70C to -18C) 8kg in 240 mins*BLC5 (Chill +70C to +3C) 18kg in 90 mins*BLC5 (Freeze +70C to -18C) 12kg in 240 mins*BLC10 (Chill +70C to +3C) 36kg in 90 mins*BLC10 (Freeze +70C to -18C) 25kg in 240 mins*BLC14 (Chill +70C to +3C) 50kg in 90 mins*BLC14 (Freeze +70C to -18C) 35kg in 240 mins,blc-range-14.jpg,blc3-open-12.jpg,BLC3 Open,,,,,134.pdf,,Tefcold Gastro-Line,Y,GROUP 2,No,No,,,,,2075,1431.75,1567.04,2,1,Y,800mm,815mm,925mm
