Product Code,Generic Product Type,Product Group,Catalogue Description,Additional Description,Product Type,Related Products,Gas or Electric,Power/Load,Height (mm),Width (mm),Depth (mm),Web USPs,Spec Sheet Code,UK (Jan 16),Weight (kg),Image Code,product_type_id,product_range_id,Width Feature,Depth Feature,Height Feature,Nett Price
PG2H,Accessories & Options,Accessories & Options,Heated Gantry for 2GN hot cupboards,,Accessory - Other,P6B2 P6P2,electric,0.4,520,900,460,,,619,9,PG64H 2.jpg,239,238,900mm,460mm,520mm,355.925
PG3H,Accessories & Options,Accessories & Options,Heated Gantry for 3GN hot cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT,electric,0.6,520,1125,460,,,674,12,PG64H 2.jpg,239,238,1125mm,460mm,520mm,387.55
PG4H,Accessories & Options,Accessories & Options,Heated Gantry for 4GN hot cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT,electric,0.8,520,1450,460,,,727,16,PG64H 2.jpg,239,238,1450mm,460mm,520mm,418.025
PG5H,Accessories & Options,Accessories & Options,Heated Gantry for 5GN hot cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT,electric,1,520,1775,460,,,781,20,PG64H 2.jpg,239,238,1775mm,460mm,520mm,449.075
PTS2,Accessories & Options,Accessories & Options,Tray Slide for 2GN Model Hot Cupboards,,Accessory - Other,P6B2 P6P2,,,25,900,320,,,188,,Drop down tray slide.jpg,239,238,900mm,320mm,25mm,108.1
PTS3,Accessories & Options,Accessories & Options,Tray Slide for 3GN Model Hot Cupboards,,Accessory - Other,P6B3 P6P3 P8B3 P8P3,,,25,1125,320,,,205,,Drop down tray slide.jpg,239,238,1125mm,320mm,25mm,117.875
PTS4,Accessories & Options,Accessories & Options,Tray Slide for 4GN Model Hot Cupboards,,Accessory - Other,P6B4 P6P4 P8B4 P8P4,,,25,1450,320,,,221,,Drop down tray slide.jpg,239,238,1450mm,320mm,25mm,127.075
PTS5,Accessories & Options,Accessories & Options,Tray Slide for 5GN Model Hot Cupboards,,Accessory - Other,P6B5 P6P5 P8B5 P8P5,,,25,1775,320,,,238,,Drop down tray slide.jpg,239,238,1775mm,320mm,25mm,136.85
OG7404/P,Cooking Equipment,Opus 700,Chargrill,,Chargrills,OA7953,gas,36 kW,450,1500,737,*Powerful highly efficient infra-red ceramic plaque burners for fast cooking and significant energy savings<br>*Extremely fast heat up saves time and moneyHeat zones individually controlled for maximum versatility<br>*Burners can be turned to standby during quieter periods to save energy<br>*Reversible design of branding grids form uninterrupted cookingUnique design of radiants delivers the ideal amount of flaring for that delicious chargrilled taste<br>*Large cooking area for maximum output<br>*Sturdy one piece stainless steel splashguard removable for easy cleaning<br>*Convenient large debris collection drawers can be filled with water to ease cleaning,OPUSGASCHAR,4667,146,OG7404.jpg,51,138,1500mm,737mm,450mm,2683.525
OA7950,Accessories & Options,Accessories & Options,Floor stand,For model OG7401,Accessory - Other,OG7401/N OG7402/P,,,,,,,,429,,,40,206,,,,246.675
PTS6,Accessories & Options,Accessories & Options,Tray Slide for 6GN Model Hot Cupboards,,Accessory - Other,P8B6 P8P6,,,25,2100,320,,,254,,Drop down tray slide.jpg,239,238,2100mm,320mm,25mm,146.05
PDL,Accessories & Options,Accessories & Options,Door Lock for 800 and 670 Series Panther Hot Cupboards,,Accessory - Other,P6B2 P6P2 P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT P6B6 P6P6 P8B6 P8P6 P8B6PT P8P6PT,,,,,,,,130,,Lockable Doors.jpg,239,238,,,,74.75
PCG,Accessories & Options,Accessories & Options,Corner Guards for 800 and 670 Series Panther Hot Cupboards,,Accessory - Other,P6B2 P6P2 P6B3 P6P3 P8B3 P8P3 P8B3PT P8P3PT P6B4 P6P4 P8B4 P8P4 P8B4PT P8P4PT P6B5 P6P5 P8B5 P8P5 P8B5PT P8P5PT P6B6 P6P6 P8B6 P8P6 P8B6PT P8P6PT,,,25,110,25,,,135,,Corner Bumpers.jpg,239,238,110mm,25mm,25mm,77.625
PPB6,Accessories & Options,Accessories & Options,Additional Push Bar for 670 Series Hot Cupboards,,Accessory - Other,P6B2 P6P2 P6B3 P6P3 P6B4 P6P4 P6B5 P6P5 P6B6 P6P6,,,30,670,80,,,54,,Push Bar.jpg,239,238,670mm,80mm,30mm,31.05
PPB8,Accessories & Options,Accessories & Options,Additional Push Bar for 800 Series Hot Cupboards,,Accessory - Other,P8B3 P8P3 P8B3PT P8P3PT P8B4 P8P4 P8B4PT P8P4PT P8B5 P8P5 P8B5PT P8P5PT P8B6 P8P6 P8B6PT P8P6PT,,,30,800,80,,,66,,Push Bar.jpg,239,238,800mm,80mm,30mm,37.95
PHTC,Accessories & Options,Accessories & Options,1/1 Ceramic Insert,,Accessory - Other,P6B2 P6B3 P8B3 P8B3PT P6B4 P8B4 P8B4PT P6B5 P8B5 P8B5PT P6B6 P8B6 P8B6PT,,,10,325,530,,,321,,Ceramic insert.jpg,239,238,325mm,530mm,10mm,184.575
PHTG,Accessories & Options,Accessories & Options,1/1 Glass Insert,,Accessory - Other,P6B2 P6B3 P8B3 P8B3PT P6B4 P8B4 P8B4PT P6B5 P8B5 P8B5PT P6B6 P8B6 P8B6PT,,,10,325,530,,,321,,Glass insert.jpg,239,238,325mm,530mm,10mm,184.575
P62BLUE,Accessories & Options,Accessories & Options,Blue Front Fascia for 670 Series 2GN models,,Accessory - Other,P6P2 P6B2,,,,,,,,367,,P63BLUE.jpg,239,238,,,,211.025
P63BLUE,Accessories & Options,Accessories & Options,Blue Front Fascia for 670 Series 3GN models,,Accessory - Other,P6P3 P6B3,,,,,,,,431,,P63BLUE.jpg,239,238,,,,247.825
P64BLUE,Accessories & Options,Accessories & Options,Blue Front Fascia for 670 Series 4GN models,,Accessory - Other,P6P4 P6B4,,,,,,,,496,,P63BLUE.jpg,239,238,,,,285.2
LPP250H,Vegetable Equipment,Vegetable Preparation Equipment,Upright Potato Peeler,,Upright Potato Peeler,,electric,0.75kW,1360,564,725,* Upright design - ideal for medium and large scale operations<br>* Robust stainless steel and cast alloy construction<br>* Hygienic and easy to clean<br>* Quiet unobstructive operation<br>* Corrosion-proof peeling plate<br>* Reversible corrosion-proof liners<br>* Dual position for waste outlet<br>* WRAS approved Class A air-break with brass spray nozzle<br>* Integral timer<br>* Space saving filter basket<br>* Maximum capacity - 25kg<br>* 250kg output/hour,,3795,80,LPP250.jpg,251,245,564mm,725mm,1360mm,2182.125
LPCH,Vegetable Equipment,Vegetable Preparation Equipment,Potato Chipper,,Potato Chipper,KBA8 KBA12 KBA14 KBA1717 KBA1721 KBA8S,electric,0.18kW,550,370,715,* Ultra-fast operation - 25kg of chips per minute with minimal waste<br>* Interchangeable knife and scallop blocks for choice of chip size<br>* Interlocks for operator safety<br>* Large easy-to-load hopper<br>* Compact design for worktop mounting<br>* Hygienic easy-to-clean design<br>* 250kg output/hour<br>* Item requires a knife block assembly please see accessory list,,2549,56,LPCH.jpg,252,246,370mm,715mm,550mm,1465.675
TFS01,Accessories & Options,Accessories & Options,PTFE non-stick sheet,,Accessory - Other,,,,,,,,,17,,,114,206,,,,9.775
OA7953,Accessories & Options,Accessories & Options,Floor stand,For model OG7404,Accessory - Other,OG7404/N OG7404/P,,,,,,,,616,,,40,206,,,,354.2
KBA1714,Accessories & Options,Accessories & Options,17 x 14mm knife block assembly,For use with LPCH,Accessory - Other,LPCH,,,,,,,,220,,,114,206,,,,126.5
KBA1721,Accessories & Options,Accessories & Options,17 x 21mm knife block assembly,For use with LPCH,Accessory - Other,LPCH,,,,,,,,220,,,114,206,,,,126.5
LFWD523/3,Vegetable Equipment,Food Waste Disposers,500 Series Food Waste Disposer,,500 Series Food Waste Disposer,,electric,0.55kW,406,,,* Convenient waste disposal<br>* Efficient disposal of soft waste (plate waste vegetables and peelings meat and fish scraps)<br>* Rubber housing minimises noise<br>* Undersink mounted<br>* Manually reversible motor for extended operational life<br>* Fits 89mm sink opening<br>* 100kg/hour (200 covers)<br>* 400/3ph voltage,Food_Waste_Disposers_Tech_Spec_UK,1291,19,LFWD523.jpg,244,247,,,406mm,742.325
LFWD523/1,Vegetable Equipment,Food Waste Disposers,500 Series Food Waste Disposer,,500 Series Food Waste Disposer,,electric,0.55kW,407,,,* Convenient waste disposal<br>* Efficient disposal of soft waste (plate waste vegetables and peelings meat and fish scraps)<br>* Rubber housing minimises noise<br>* Undersink mounted<br>* Manually reversible motor for extended operational life<br>* Fits 89mm sink opening<br>* 100kg/hour (200 covers)<br>* 230/1ph voltage,Food_Waste_Disposers_Tech_Spec_UK,1291,19,LFWD523.jpg,244,247,,,407mm,742.325
LFWD525/3,Vegetable Equipment,Food Waste Disposers,500 Series Food Waste Disposer,,500 Series Food Waste Disposer,,electric,0.55kW,630,330,355,* Convenient waste disposal<br>* Efficient disposal of soft waste (plate waste vegetables and peelings meat and fish scraps)<br>* Rubber housing minimises noise<br>* Mounted into tabling<br>* Manually reversible motor for extended operational life<br>* 200kg/hour (400 covers)<br>* 400/3ph voltage<br>* Complete with class A airbreak kit as standar,Food_Waste_Disposers_Tech_Spec_UK,2110,30,LFWD525.jpg,244,247,330mm,355mm,630mm,1213.25
LFWD525/1,Vegetable Equipment,Food Waste Disposers,500 Series Food Waste Disposer,,500 Series Food Waste Disposer,,electric,0.55kW,630,330,355,* Convenient waste disposal<br>* Efficient disposal of soft waste (plate waste vegetables and peelings meat and fish scraps)<br>* Rubber housing minimises noise<br>* Mounted into tabling<br>* Manually reversible motor for extended operational life<br>* 200kg/hour (400 covers)<br>* 230/1ph voltage<br>* Complete with class A airbreak kit as standard,Food_Waste_Disposers_Tech_Spec_UK,2110,30,LFWD525.jpg,244,247,330mm,355mm,630mm,1213.25
LFWD526/3,Vegetable Equipment,Food Waste Disposers,500 Series Food Waste Disposer,,500 Series Food Waste Disposer,,electric,0.55kW,865,400,600,* Convenient waste disposal<br>* Efficient disposal of soft waste (plate waste vegetables and peelings meat and fish scraps)<br>* Rubber housing minimises noise<br>* Free standing unit<br>* Manually reversible motor for extended operational life<br>* 200kg/hour (400 covers)<br>* 400/3ph voltage<br>* Complete with class A airbreak kit as standard,Food_Waste_Disposers_Tech_Spec_UK,2463,50,LFWD526.jpg,244,247,400mm,600mm,865mm,1416.225
OS2,Accessories & Options,Accessories & Options,Omelette spacer for LCG,,,,,,,,,,,31,,,,,,,,17.825
REF50,Ventilation,Recirculation Units,Refresh Mini Free-standing self-contained recirculation unit,,,,electric,1.54 kW,2185,550,756,* Free-standing self-contained recirculation unit to increase capacity in existing kitchens or to set up a new cooking area <br>* Four stage filtration process to remove grease fine particulate smoke and odours <br>* Variable fan speed <br>* For use with electrical applicances,,4641,125,,257,258,550mm,756mm,2185mm,2668.575
REF100,Ventilation,Recirculation Units,Refresh Midi Free-standing self-contained recirculation unit,,,,electric,1.54 kW,2185,1045,756,* Free-standing self-contained recirculation unit to increase capacity in existing kitchens or to set up a new cooking area <br>* Four stage filtration process to remove grease fine particulate smoke and odours <br>* Variable fan speed <br>* For use with electrical applicances,,5975,175,,257,258,1045mm,756mm,2185mm,3435.625
LFWD526/1,Vegetable Equipment,Food Waste Disposers,500 Series Food Waste Disposer,,500 Series Food Waste Disposer,,electric,0.55kW,865,400,600,* Convenient waste disposal<br>* Efficient disposal of soft waste (plate waste vegetables and peelings meat and fish scraps)<br>* Rubber housing minimises noise<br>* Free standing unit<br>* Manually reversible motor for extended operational life<br>* 200kg/hour (400 covers)<br>* 230/1ph voltage<br>* Complete with class A airbreak kit as standard,Food_Waste_Disposers_Tech_Spec_UK,2463,50,LFWD526.jpg,244,247,400mm,600mm,865mm,1416.225
LFWD723/3,Vegetable Equipment,Food Waste Disposers,700 Series Food Waste Disposer,,700 Series Food Waste Disposer,,electric,1.1kW,523,,,* Convenient waste disposal<br>* Efficient disposal of tough waste (plate waste vegetables and peelings meat and fish scraps and small bones)<br>* Undersink mounted<br>* Manually reversible motor for extended operational life<br>* Fits 90mm sink openings<br>* 250kg/hr (400 covers)<br>* 400/3ph voltage,Food_Waste_Disposers_Tech_Spec_UK,2455,42,LFWD723.jpg,244,248,,,523mm,1411.625
LFWD723/1,Vegetable Equipment,Food Waste Disposers,700 Series Food Waste Disposer,,700 Series Food Waste Disposer,,electric,1.1kW,523,,,* Convenient waste disposal<br>* Efficient disposal of tough waste (plate waste vegetables and peelings meat and fish scraps and small bones)<br>* Undersink mounted<br>* Manually reversible motor for extended operational life<br>* Fits 90mm sink openings<br>* 250kg/hr (400 covers)<br>* 230/1ph voltage,Food_Waste_Disposers_Tech_Spec_UK,2632,42,LFWD723.jpg,244,248,,,523mm,1513.4
LFWD725/3,Vegetable Equipment,Food Waste Disposers,700 Series Food Waste Disposer,,700 Series Food Waste Disposer,,electric,1.1kW,725,338,474,* Convenient waste disposal<br>* Efficient disposal of tough waste (plate waste vegetables and peelings meat and fish scraps and small bones)<br>* Mounted into tabling<br>* Manually reversible motor for extended operational life<br>* 400kg/hr (850 covers)<br>* 400/3ph voltage<br>* Complete with class A airbreak kit as standard,Food_Waste_Disposers_Tech_Spec_UK,3063,49,LFWD725.jpg,244,248,338mm,474mm,725mm,1761.225
LFWD725/1,Vegetable Equipment,Food Waste Disposers,700 Series Food Waste Disposer,,700 Series Food Waste Disposer,,electric,1.1kW,725,338,474,* Convenient waste disposal<br>* Efficient disposal of tough waste (plate waste vegetables and peelings meat and fish scraps and small bones)<br>*  Mounted into tabling<br>* Manually reversible motor for extended operational life<br>* 400kg/hr (850 covers)<br>* 230/1ph voltage,Food_Waste_Disposers_Tech_Spec_UK,3240,49,LFWD725.jpg,244,248,338mm,474mm,725mm,1863
LFWD726/3,Vegetable Equipment,Food Waste Disposers,700 Series Food Waste Disposer,,700 Series Food Waste Disposer,,electric,1.1kW,850,400,600,* Convenient waste disposal<br>* Efficient disposal of tough waste (plate waste vegetables and peelings meat and fish scraps and small bones)<br>* Freestanding<br>* Manually reversible motor for extended operational life<br>* 400kg/hr (850 covers)<br>* 400/3ph voltage<br>* Complete with class A airbreak kit as standard,Food_Waste_Disposers_Tech_Spec_UK,3450,63,LFWD726.jpg,244,248,400mm,600mm,850mm,1983.75
LFWD726/1,Vegetable Equipment,Food Waste Disposers,700 Series Food Waste Disposer,,700 Series Food Waste Disposer,,electric,1.1kW,850,400,600,* Convenient waste disposal<br>* Efficient disposal of tough waste (plate waste vegetables and peelings meat and fish scraps and small bones)<br>* Freestanding<br>* Manually reversible motor for extended operational life<br>* 400kg/hr (850 covers)<br>* 230/1ph voltage<br>* Complete with class A airbreak kit as standard,Food_Waste_Disposers_Tech_Spec_UK,3626,63,LFWD726.jpg,244,248,400mm,600mm,850mm,2084.95
